objective_code,question_text,question_type,difficulty,answer_choices_json,correct_answer_key_json,hint,explanation,source
2.4,"An attacker floods a DNS server with requests that are reflected and amplified off legitimate DNS resolvers, overwhelming the target. This attack type is BEST described as:",multiple_choice,medium,"[{""id"": 1, ""text"": ""On-path attack"", ""order"": 1}, {""id"": 2, ""text"": ""Credential replay attack"", ""order"": 2}, {""id"": 3, ""text"": ""Amplified/reflected DDoS"", ""order"": 3}, {""id"": 4, ""text"": ""DNS poisoning"", ""order"": 4}]","{""correct_ids"": [3]}",The attacker uses innocent third-party servers to bounce and multiply the attack traffic.,"An amplified/reflected DDoS uses spoofed requests to third-party servers (DNS, NTP, memcached) that send large responses to the victim. Reflection hides the attacker's source; amplification multiplies the traffic volume (DNS can achieve 50x+ amplification). This is distinct from DNS poisoning (corrupting cache entries).",CompTIA Security+ SY0-701 Exam Objectives (7.0)
2.4,"Which of the following malware types activates only when a specific condition is met, such as a date or a specific user action?",multiple_choice,medium,"[{""id"": 1, ""text"": ""Worm"", ""order"": 1}, {""id"": 2, ""text"": ""Trojan"", ""order"": 2}, {""id"": 3, ""text"": ""Logic bomb"", ""order"": 3}, {""id"": 4, ""text"": ""Bloatware"", ""order"": 4}]","{""correct_ids"": [3]}",The name contains a word meaning 'explosive device' — it waits for a trigger.,"A logic bomb is malicious code that remains dormant until a specific trigger condition is met (a date, user action, or system event). A classic scenario: a disgruntled employee plants a logic bomb that deletes files if they are removed from the Active Directory. It differs from a worm (self-replicating) or Trojan (disguised as legitimate software).",CompTIA Security+ SY0-701 Exam Objectives (7.0)
2.5,Which mitigation technique divides a network into separate segments to prevent an attacker who compromises one segment from freely moving laterally to other areas?,multiple_choice,easy,"[{""id"": 1, ""text"": ""Least privilege"", ""order"": 1}, {""id"": 2, ""text"": ""Patching"", ""order"": 2}, {""id"": 3, ""text"": ""Segmentation"", ""order"": 3}, {""id"": 4, ""text"": ""Configuration enforcement"", ""order"": 4}]","{""correct_ids"": [3]}",This technique creates barriers between different parts of the network.,"Network segmentation divides infrastructure into isolated zones (VLANs, DMZs, microsegments). Even if an attacker compromises one segment, they face additional barriers when attempting lateral movement to other segments. This contains breaches and reduces blast radius.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
2.5,A user account is granted only the minimum permissions required to perform their specific job duties. Which security principle does this represent?,multiple_choice,easy,"[{""id"": 1, ""text"": ""Separation of duties"", ""order"": 1}, {""id"": 2, ""text"": ""Least privilege"", ""order"": 2}, {""id"": 3, ""text"": ""Need to know"", ""order"": 3}, {""id"": 4, ""text"": ""Defense in depth"", ""order"": 4}]","{""correct_ids"": [2]}",The principle involves giving users the MINIMUM access they need — no more.,"Least privilege means granting users, processes, and systems only the minimum permissions necessary to perform their function. It limits the damage an attacker can do with a compromised account and reduces the risk from insider threats. It is distinct from 'need to know' (information access) though related.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
2.5,"Which hardening technique removes unnecessary software, disables unused ports and protocols, and changes default passwords to reduce the attack surface?",multiple_choice,easy,"[{""id"": 1, ""text"": ""Patching"", ""order"": 1}, {""id"": 2, ""text"": ""Encryption"", ""order"": 2}, {""id"": 3, ""text"": ""Hardening"", ""order"": 3}, {""id"": 4, ""text"": ""Isolation"", ""order"": 4}]","{""correct_ids"": [3]}",This technique involves reducing attack surface by removing or disabling anything not required.,"System hardening reduces the attack surface by eliminating unnecessary services, closing unused ports, changing default credentials, and configuring security settings. Common frameworks: CIS Benchmarks, DISA STIGs. Patching addresses known vulnerabilities in existing software; hardening removes unnecessary exposure.",CompTIA Security+ SY0-701 Exam Objectives (7.0)
2.5,An organization installs endpoint protection software that monitors all running processes and blocks those that match known malware signatures. This is an example of which mitigation?,multiple_choice,easy,"[{""id"": 1, ""text"": ""Segmentation"", ""order"": 1}, {""id"": 2, ""text"": ""Installation of endpoint protection"", ""order"": 2}, {""id"": 3, ""text"": ""Configuration enforcement"", ""order"": 3}, {""id"": 4, ""text"": ""Application allow list"", ""order"": 4}]","{""correct_ids"": [2]}",This is directly called out in the SY0-701 hardening techniques list.,Endpoint protection (antivirus/EDR) monitors running processes and files for known malware signatures and behavioral indicators. It is a key hardening technique for workstations and servers. Application allow listing is more restrictive (only approved apps run); endpoint protection detects and blocks known threats.,CompTIA Security+ SY0-701 Exam Objectives (7.0)
2.4,An administrator finds that database files have been encrypted in place and a text note on the desktop demands cryptocurrency payment for the decryption key. Which malware type is MOST likely responsible?,multiple_choice,easy,"[{""id"": 1, ""text"": ""Rootkit"", ""order"": 1}, {""id"": 2, ""text"": ""Ransomware"", ""order"": 2}, {""id"": 3, ""text"": ""Spyware"", ""order"": 3}, {""id"": 4, ""text"": ""Bloatware"", ""order"": 4}]","{""correct_ids"": [2]}",Think about what attacker motivation produces in-place file encryption combined with a payment demand.,"Ransomware encrypts a victim's files (and frequently appends a new extension or replaces icons with a lock graphic) and then displays or drops a ransom note demanding payment for the decryption key. The combination of in-place file encryption and an explicit ransom demand is the canonical SY0-701 indicator for ransomware. A rootkit hides attacker presence; spyware exfiltrates data covertly; bloatware is unwanted preinstalled software — none of these produce a ransom note.",comptia_official
2.4,Bluesnarfing and Bluebugging differ in that:,multiple_choice,medium,"[{""id"": 1, ""text"": ""Bluesnarfing sends unsolicited messages; Bluebugging accesses stored information"", ""order"": 1}, {""id"": 2, ""text"": ""Bluesnarfing enables listening to calls; Bluebugging provides full device control"", ""order"": 2}, {""id"": 3, ""text"": ""Bluesnarfing accesses stored data (contacts, emails); Bluebugging installs a backdoor for full remote access"", ""order"": 3}, {""id"": 4, ""text"": ""Both attacks are functionally identical"", ""order"": 4}]","{""correct_ids"": [3]}",Snarfing = stealing data; Bugging = full remote control.,"Bluesnarfing: unauthorized access to data stored on a Bluetooth device (contacts, SMS, calendar). Bluebugging: installs a backdoor allowing remote control — making calls, reading/sending messages, enabling microphone. Bluebugging is the more dangerous attack.",lognpacific_ch4
2.4,Bluejacking is best described as:,multiple_choice,easy,"[{""id"": 1, ""text"": ""Unauthorized access to and theft of data from a Bluetooth device"", ""order"": 1}, {""id"": 2, ""text"": ""Sending unsolicited messages to nearby Bluetooth-enabled devices"", ""order"": 2}, {""id"": 3, ""text"": ""Installing a backdoor and gaining full remote device access"", ""order"": 3}, {""id"": 4, ""text"": ""Forcibly pairing with a Bluetooth device without consent"", ""order"": 4}]","{""correct_ids"": [2]}",Bluejacking is the most benign of the Bluetooth attacks.,"Bluejacking sends unsolicited messages (originally business cards) to nearby Bluetooth devices. Unlike Bluesnarfing (data theft) or Bluebugging (remote control), Bluejacking is generally considered a nuisance rather than a serious security threat.",lognpacific_ch4
2.4,A primary indication of an NFC attack has occurred is:,multiple_choice,easy,"[{""id"": 1, ""text"": ""Smartphones fail to recognize each other during payments"", ""order"": 1}, {""id"": 2, ""text"": ""Difficulty waving the card over the reader"", ""order"": 2}, {""id"": 3, ""text"": ""Unauthorized charges appearing on a credit card or account"", ""order"": 3}, {""id"": 4, ""text"": ""NFC device cannot download data"", ""order"": 4}]","{""correct_ids"": [3]}",NFC relay attacks enable contactless payment fraud.,NFC relay attacks (and RFID skimming) result in unauthorized transactions. Attackers use NFC relay devices to capture and replay payment credentials. The primary indicator is unauthorized charges on accounts linked to contactless payment cards.,lognpacific_ch4
2.4,An RFID Denial of Service (DoS) attack involves:,multiple_choice,medium,"[{""id"": 1, ""text"": ""A bogus RFID tag that mimics a valid one"", ""order"": 1}, {""id"": 2, ""text"": ""Passively listening to and collecting transmitted RFID data"", ""order"": 2}, {""id"": 3, ""text"": ""Flooding the RFID frequency with noise to disrupt tag reading"", ""order"": 3}, {""id"": 4, ""text"": ""Using an RFID reader to track inventory"", ""order"": 4}]","{""correct_ids"": [3]}","DoS = disruption of service — in RFID, signal jamming achieves this.","RFID DoS attacks jam the radio frequency used by RFID readers and tags, preventing legitimate reads. This can disrupt supply chain tracking, access control systems, or contactless payment systems.",lognpacific_ch4
2.4,A SYN flood attack primarily impacts a target server by:,multiple_choice,medium,"[{""id"": 1, ""text"": ""Causing the server to stop responding to SYN-ACK packets"", ""order"": 1}, {""id"": 2, ""text"": ""Allowing the attacker to gain unauthorized access"", ""order"": 2}, {""id"": 3, ""text"": ""Filling the server's SYN backlog with half-open connections so it can no longer accept new TCP sessions"", ""order"": 3}, {""id"": 4, ""text"": ""Causing the server to automatically close all existing sessions"", ""order"": 4}]","{""correct_ids"": [3]}",SYN flood exploits the TCP three-way handshake.,"A SYN flood sends a high rate of TCP SYN packets (typically with spoofed source addresses) so the server sends SYN-ACK and allocates a Transmission Control Block (TCB) for each half-open connection. The half-open entries accumulate in the SYN backlog until the backlog is full, at which point new legitimate SYNs are dropped and clients cannot establish connections. The host itself does not normally crash; the denial of service is from backlog exhaustion. RFC 4987 §3 documents this mechanism and the standard mitigations (SYN cookies, increased backlog, RST cookies).",lognpacific_ch4
2.1,Which of the following motivations are MOST commonly associated with hacktivist threat actors? (Select THREE.),multi_select,medium,"[{""id"": 1, ""text"": ""Philosophical or political beliefs"", ""order"": 1}, {""id"": 2, ""text"": ""Service disruption to draw public attention"", ""order"": 2}, {""id"": 3, ""text"": ""Revenge against an organization perceived as unethical"", ""order"": 3}, {""id"": 4, ""text"": ""Long-term espionage on behalf of a foreign government"", ""order"": 4}, {""id"": 5, ""text"": ""Financial gain through ransomware extortion"", ""order"": 5}, {""id"": 6, ""text"": ""Acquiring intellectual property for competitive advantage"", ""order"": 6}]","{""correct_ids"": [1, 2, 3]}","Hacktivists are ideologically driven, not profit-driven.","Per SY0-701 Objective 2.1, hacktivist motivations center on philosophical/political beliefs, disruption/chaos, and revenge. Long-term espionage and IP theft characterize nation-state actors; financial extortion characterizes organized crime. See CompTIA SY0-701 Exam Objectives PDF §2.1 (Motivations) and MITRE ATT&CK Groups (e.g., Anonymous-associated activity).",CompTIA SY0-701 Exam Objectives PDF §2.1 (Motivations bullet group); MITRE ATT&CK Groups – https://attack.mitre.org/groups/
2.1,Which of the following attributes distinguish a nation-state advanced persistent threat (APT) from less-resourced actors? (Select THREE.),multi_select,medium,"[{""id"": 1, ""text"": ""Sophisticated, often custom-developed tooling"", ""order"": 1}, {""id"": 2, ""text"": ""Long dwell time and persistent access objectives"", ""order"": 2}, {""id"": 3, ""text"": ""Substantial funding and dedicated personnel"", ""order"": 3}, {""id"": 4, ""text"": ""Reliance on publicly available script kits"", ""order"": 4}, {""id"": 5, ""text"": ""Primarily opportunistic targeting"", ""order"": 5}, {""id"": 6, ""text"": ""Motivation limited to immediate financial gain"", ""order"": 6}]","{""correct_ids"": [1, 2, 3]}","APT = Advanced (custom tools), Persistent (long-term), Threat (well-resourced).","SY0-701 §2.1 lists nation-state actors with high capability and resources; MITRE characterizes APT groups by long dwell time, custom malware, and strategic targeting. Public scripts and opportunistic targeting describe unskilled attackers. See CompTIA SY0-701 Exam Objectives PDF §2.1 and MITRE ATT&CK Groups (APT28, APT29, etc.).",CompTIA SY0-701 Exam Objectives PDF §2.1; MITRE ATT&CK Groups – https://attack.mitre.org/groups/
2.2,Which of the following are classified as human (social engineering) threat vectors in SY0-701 Objective 2.2? (Select THREE.),multi_select,medium,"[{""id"": 1, ""text"": ""Vishing"", ""order"": 1}, {""id"": 2, ""text"": ""Pretexting"", ""order"": 2}, {""id"": 3, ""text"": ""MFA fatigue"", ""order"": 3}, {""id"": 4, ""text"": ""Open service ports"", ""order"": 4}, {""id"": 5, ""text"": ""VM escape"", ""order"": 5}, {""id"": 6, ""text"": ""Default credentials"", ""order"": 6}]","{""correct_ids"": [1, 2, 3]}","Human vectors target the person, not a port, hypervisor, or default config.","SY0-701 §2.2 enumerates human vectors/social engineering: phishing, vishing, smishing, misinformation/disinformation, impersonation, business email compromise, pretexting, watering hole, brand impersonation, and typosquatting, plus MFA fatigue. Open ports, VM escape, and default credentials are non-human vectors. See CompTIA SY0-701 Exam Objectives PDF §2.2 (Human vectors/social engineering).",CompTIA SY0-701 Exam Objectives PDF §2.2; NIST SP 800-61r2 §2 (incident vectors)
2.2,Which of the following are examples of message-based threat vectors? (Select THREE.),multi_select,easy,"[{""id"": 1, ""text"": ""Email phishing"", ""order"": 1}, {""id"": 2, ""text"": ""SMS text smishing"", ""order"": 2}, {""id"": 3, ""text"": ""Instant messaging payload delivery"", ""order"": 3}, {""id"": 4, ""text"": ""USB drive autorun"", ""order"": 4}, {""id"": 5, ""text"": ""Bluetooth pairing attack"", ""order"": 5}, {""id"": 6, ""text"": ""Open RDP port scanning"", ""order"": 6}]","{""correct_ids"": [1, 2, 3]}",Message-based = arrives as a message in an inbox/channel.,"SY0-701 §2.2 explicitly lists message-based vectors: email, short message service (SMS), and instant messaging (IM). USB is a removable-device vector; Bluetooth pairing is an unsecure-network vector; open ports are an attack-surface vector. See CompTIA SY0-701 Exam Objectives PDF §2.2 (Message-based).",CompTIA SY0-701 Exam Objectives PDF §2.2 (Message-based vectors)
2.3,Which of the following are application-layer vulnerability types listed in SY0-701 Objective 2.3? (Select THREE.),multi_select,medium,"[{""id"": 1, ""text"": ""Buffer overflow"", ""order"": 1}, {""id"": 2, ""text"": ""Memory injection"", ""order"": 2}, {""id"": 3, ""text"": ""Race condition (TOCTOU)"", ""order"": 3}, {""id"": 4, ""text"": ""VM escape"", ""order"": 4}, {""id"": 5, ""text"": ""End-of-life firmware"", ""order"": 5}, {""id"": 6, ""text"": ""Jailbreaking"", ""order"": 6}]","{""correct_ids"": [1, 2, 3]}",Application vulnerabilities live in the program's own code or runtime.,"SY0-701 §2.3 'Application' bullet enumerates memory injection, buffer overflow, race conditions (including time-of-check/time-of-use), and malicious update. VM escape is virtualization (CWE-1041); EOL firmware is hardware/legacy; jailbreaking is mobile. See CompTIA SY0-701 Exam Objectives PDF §2.3 (Application), MITRE CWE-120 (buffer overflow), CWE-367 (TOCTOU).",CompTIA SY0-701 Exam Objectives PDF §2.3 (Application); MITRE CWE-120 / CWE-367
2.3,Which of the following are virtualization-specific vulnerabilities relevant to SY0-701 Objective 2.3? (Select TWO.),multi_select,hard,"[{""id"": 1, ""text"": ""Virtual machine escape"", ""order"": 1}, {""id"": 2, ""text"": ""Resource reuse across tenants"", ""order"": 2}, {""id"": 3, ""text"": ""SQL injection in the guest application"", ""order"": 3}, {""id"": 4, ""text"": ""Sideloading a mobile APK"", ""order"": 4}, {""id"": 5, ""text"": ""Buffer overflow in a desktop application"", ""order"": 5}]","{""correct_ids"": [1, 2]}",Think hypervisor boundary failures and memory not zeroed between VMs.,"SY0-701 §2.3 'Virtualization' lists virtual machine escape and resource reuse as the canonical hypervisor-layer vulnerabilities. SQL injection is web-application, sideloading is mobile, and buffer overflow is application. See CompTIA SY0-701 Exam Objectives PDF §2.3 (Virtualization) and NIST SP 800-125 (hypervisor security).",CompTIA SY0-701 Exam Objectives PDF §2.3 (Virtualization); NIST SP 800-125 – Security for Full Virtualization Technologies
